N_gen,N_samplings,data_p,lambd,lambd_surr,beta_0,beta_perp,surr_score,log_loss_test,mis_error_test,log_loss_val,mis_error_val,alpha_0,alpha_s,alpha_perp,grad_norm,split_pct,acc_train,theta_surr_norm,alpha_exp,effectiveN,label_method,label_method_a,label_method_b
0,1,3000,0.01,,5.0,0.0,,0.7449182346750289,0.46603333333333335,0.7449365640892038,0.4681666666666667,0.2173135406423063,0,0.8401939227126204,1.0435645738743495e-05,5,1.0,0.8678427292486329,-1.0,315,misspec2,0.95,0.05
0,2,3000,0.01,,5.0,0.0,,0.7400348727449657,0.46053333333333335,0.7445317985072257,0.46353333333333335,0.2573621285426671,0,0.8568178621310213,1.0889130958180901e-05,5,1.0,0.8946351849076729,-1.0,334,misspec2,0.95,0.05
0,3,3000,0.01,,5.0,0.0,,0.7566515220012505,0.4676666666666667,0.7542186181809394,0.4698,0.21906854360116754,0,0.8972457990361814,1.8494815474137404e-05,5,1.0,0.9236022145294003,-1.0,343,misspec2,0.95,0.05
0,4,3000,0.01,,5.0,0.0,,0.7504952731395298,0.4660666666666667,0.751452866165367,0.46513333333333334,0.23360995557223366,0,0.8908376658518282,1.528328233178988e-05,5,1.0,0.9209589340696981,-1.0,349,misspec2,0.95,0.05
0,5,3000,0.01,,5.0,0.0,,0.75727521302955,0.4661,0.7543472556222378,0.4655,0.242407271984375,0,0.9216344357823021,1.678208031563066e-05,5,1.0,0.9529802299789167,-1.0,371,misspec2,0.95,0.05
0,6,3000,0.01,,5.0,0.0,,0.7521964559902526,0.4688333333333333,0.7469167100792854,0.46276666666666666,0.24468654251041233,0,0.8881622830613506,2.025704087966753e-05,5,1.0,0.9212511846062672,-1.0,346,misspec2,0.95,0.05
0,7,3000,0.01,,5.0,0.0,,0.7579632735082567,0.4715,0.7604784470173274,0.4723,0.21899213668787176,0,0.9126319604043618,1.827605902689885e-05,5,1.0,0.9385385719738044,-1.0,358,misspec2,0.95,0.05
0,8,3000,0.01,,5.0,0.0,,0.7483345633291795,0.46803333333333336,0.7508487966012471,0.4691,0.22489342129275158,0,0.8801107522350122,4.347033500375184e-05,5,1.0,0.908389777100358,-1.0,336,misspec2,0.95,0.05
0,9,3000,0.01,,5.0,0.0,,0.7426691879941569,0.45793333333333336,0.743177859992836,0.4593333333333333,0.2841834787847552,0,0.8715142087666364,1.6607932131163016e-05,5,1.0,0.9166772963787975,-1.0,356,misspec2,0.95,0.05
0,0,3000,0.01,,5.0,0.0,,0.8124751155933668,0.4626,0.8146578388184438,0.4671666666666667,0.3420973557115465,0,1.2440613039833681,5.422445817935916e-05,10,1.0,1.2902399501075879,-1.0,678,misspec2,0.95,0.05
0,1,3000,0.01,,5.0,0.0,,0.8126100089041118,0.4591,0.8177295867879286,0.4647,0.355547229397153,0,1.252588115202837,8.924146966318427e-05,10,1.0,1.3020717409879485,-1.0,694,misspec2,0.95,0.05
0,2,3000,0.01,,5.0,0.0,,0.8248284287106248,0.4703333333333333,0.8321986100390689,0.4794333333333333,0.2436754170281688,0,1.2708690698255252,7.087773879003928e-05,10,1.0,1.2940192817354181,-1.0,671,misspec2,0.95,0.05
0,3,3000,0.01,,5.0,0.0,,0.8154278194093727,0.46653333333333336,0.81331511475985,0.46513333333333334,0.34347035292549527,0,1.2417833623059258,7.632015144493618e-05,10,1.0,1.2884090197753872,-1.0,674,misspec2,0.95,0.05
