alpha_perp,alpha_0,mu,MiscError,dataThetaNorm,lambd,split_pct,alpha_exp,dataN,dataP,n_quadrature,method,trapzLimit,label_method,label_method_a,label_method_b
2.223958982719296,0.8284061213369136,0.039504014779476494,0.3970068579336042,5,0.01,30,0.5,6870,3000,50,Trapez,5,misspec,0.95,0.05
