alpha_perp,alpha_0,mu,MiscError,dataThetaNorm,lambd,split_pct,alpha_exp,dataN,dataP,n_quadrature,method,trapzLimit,label_method,label_method_a,label_method_b
2.1417285083448707,0.5076350850903981,0.002775406218924306,0.46987469266283727,5,0.001,10,-1,6870,3000,50,Trapez,5,misspec2,0.95,0.05
