alpha_perp,alpha_0,mu,MiscError,dataThetaNorm,lambd,split_pct,alpha_exp,dataN,dataP,n_quadrature,method,trapzLimit,label_method,label_method_a,label_method_b
4.242713260060496,1.0297252385391313,0.00423910151268908,0.469181526087792,5,0.001,30,-0.5,6870,3000,50,Trapez,5,misspec2,0.95,0.05
