alpha_perp,alpha_0,mu,MiscError,dataThetaNorm,lambd,split_pct,alpha_exp,dataN,dataP,n_quadrature,method,trapzLimit,label_method,label_method_a,label_method_b
2.1511977535070503,2.336617345528508,0.06378553798270507,0.2622708636861969,5,0.01,70,-0.5,6870,3000,50,Trapez,5,misspec,0.95,0.05
