alpha_perp,alpha_0,mu,MiscError,dataThetaNorm,lambd,split_pct,alpha_exp,dataN,dataP,n_quadrature,method,trapzLimit,label_method,label_method_a,label_method_b
2.7567163680838016,0.4600404814595548,0.04915643616173696,0.47857544143752867,5,0.01,40,1,6870,3000,50,Trapez,5,misspec2,0.95,0.05
