alpha_perp,alpha_0,mu,MiscError,dataThetaNorm,lambd,split_pct,alpha_exp,dataN,dataP,n_quadrature,method,trapzLimit,label_method,label_method_a,label_method_b
1.0203020448603908,0.4595361575839165,0.522183793892865,0.44537144355559244,5,0.1,90,1,6870,3000,50,Trapez,5,misspec2,0.95,0.05
