alpha_perp,alpha_0,mu,MiscError,dataThetaNorm,lambd,split_pct,alpha_exp,dataN,dataP,n_quadrature,method,trapzLimit,label_method,label_method_a,label_method_b
2.360981500092393,2.8364224574058454,0.09748728390123114,0.24796698476273804,5,0.01,95,-1,6870,3000,50,Trapez,5,misspec,0.95,0.05
