alpha_perp,alpha_0,mu,MiscError,dataThetaNorm,lambd,split_pct,alpha_exp,dataN,dataP,n_quadrature,method,trapzLimit,label_method,label_method_a,label_method_b
2.3656008490032163,2.838664885662177,0.09814682543863736,0.2481310154089441,5,0.01,95,-0.5,6870,3000,50,Trapez,5,misspec,0.95,0.05
