alpha_perp,alpha_0,mu,MiscError,dataThetaNorm,lambd,split_pct,alpha_exp,dataN,dataP,n_quadrature,method,trapzLimit,label_method,label_method_a,label_method_b
1.1901047781062593,1.0834746880974904,0.03038018898343134,0.28752627416275106,5,0.01,20,-1,6870,3000,50,Trapez,5,misspec,0.95,0.05
