alpha_perp,alpha_0,mu,MiscError,dataThetaNorm,lambd,split_pct,alpha_exp,dataN,dataP,n_quadrature,method,trapzLimit,label_method,label_method_a,label_method_b
2.2541651224483883,0.6035010939391451,0.03883101392440133,0.4661529288921836,5,0.01,30,-0.5,6870,3000,50,Trapez,5,misspec2,0.95,0.05
